bigint,'00000000-0000-0000-0000-000000000000'::text,f,22P02,invalid input syntax for type bigint: "00000000-0000-0000-0000-000000000000"
bigint,'00000000-0000-0000-0000-000000000000'::uuid,f,22P02,invalid input syntax for type bigint: "00000000-0000-0000-0000-000000000000"
bigint,'00:00:01'::interval,f,22P02,invalid input syntax for type bigint: "00:00:01"
bigint,'08:00:2b:01:02:03'::macaddr,f,22P02,invalid input syntax for type bigint: "08:00:2b:01:02:03"
bigint,0::integer,t,,
bigint,'10.0.0.0/8'::cidr,f,22P02,invalid input syntax for type bigint: "10.0.0.0/8"
bigint,'12:34:56+05'::timetz,f,22P02,invalid input syntax for type bigint: "12:34:56+05"
bigint,'12:34:56'::text,f,22P02,invalid input syntax for type bigint: "12:34:56"
bigint,'12:34:56'::time,f,22P02,invalid input syntax for type bigint: "12:34:56"
bigint,'123'::text,t,,
bigint,'{1,2}'::text,f,22P02,invalid input syntax for type bigint: "{1,2}"
bigint,'192.168.0.1'::inet,f,22P02,invalid input syntax for type bigint: "192.168.0.1"
bigint,'192.168.0.1'::text,f,22P02,invalid input syntax for type bigint: "192.168.0.1"
bigint,'1 day'::interval,f,22P02,invalid input syntax for type bigint: "1 day"
bigint,'1 day'::text,f,22P02,invalid input syntax for type bigint: "1 day"
bigint,1::integer,t,,
bigint,'1'::json,t,,
bigint,'1'::jsonb,t,,
bigint,'1 year 2 mons'::interval,f,22P02,invalid input syntax for type bigint: "1 year 2 mons"
bigint,'2026-01-01 12:34:56+00'::timestamptz,f,22P02,invalid input syntax for type bigint: "2026-01-01 12:34:56+00"
bigint,'2026-01-01 12:34:56'::timestamp,f,22P02,invalid input syntax for type bigint: "2026-01-01 12:34:56"
bigint,'2026-01-01'::date,f,22P02,invalid input syntax for type bigint: "2026-01-01"
bigint,20260101::integer,t,,
bigint,'"2026-01-01"'::jsonb,f,22P02,invalid input syntax for type bigint: ""2026-01-01""
bigint,'2026-01-01'::text,f,22P02,invalid input syntax for type bigint: "2026-01-01"
bigint,2.5::real,t,,
bigint,42.5::numeric,t,,
bigint,9223372036854775807::bigint,t,,
bigint,'{"a":1}'::jsonb,f,22P02,invalid input syntax for type bigint: "{"a": 1}"
bigint,'{"a":1}'::text,f,22P02,invalid input syntax for type bigint: "{"a":1}"
bigint,'"abc"'::jsonb,f,22P02,invalid input syntax for type bigint: ""abc""
bigint,'abc'::text,f,22P02,invalid input syntax for type bigint: "abc"
bigint,'ab'::varchar(10),f,22P02,invalid input syntax for type bigint: "ab"
bigint,array[1,2],f,22P02,invalid input syntax for type bigint: "{1,2}"
bigint,array['a','b'],f,22P02,invalid input syntax for type bigint: "{a,b}"
bigint,false,f,22P02,invalid input syntax for type bigint: "f"
bigint,'ffffffff-ffff-ffff-ffff-ffffffffffff'::uuid,f,22P02,invalid input syntax for type bigint: "ffffffff-ffff-ffff-ffff-ffffffffffff"
bigint,'{}'::integer[],f,22P02,invalid input syntax for type bigint: "{}"
bigint,true,f,22P02,invalid input syntax for type bigint: "t"
bigint,'true'::jsonb,f,22P02,invalid input syntax for type bigint: "true"
bigint,'t'::text,f,22P02,invalid input syntax for type bigint: "t"
bigint,'\x31'::bytea,f,22P02,invalid input syntax for type bigint: "\x31"
bigint,'\xdeadbeef'::bytea,f,22P02,invalid input syntax for type bigint: "\xdeadbeef"
boolean,'00000000-0000-0000-0000-000000000000'::text,f,22P02,invalid input syntax for type boolean: "00000000-0000-0000-0000-000000000000"
boolean,'00000000-0000-0000-0000-000000000000'::uuid,f,22P02,invalid input syntax for type boolean: "00000000-0000-0000-0000-000000000000"
boolean,'00:00:01'::interval,f,22P02,invalid input syntax for type boolean: "00:00:01"
boolean,'08:00:2b:01:02:03'::macaddr,f,22P02,invalid input syntax for type boolean: "08:00:2b:01:02:03"
boolean,0::integer,t,,
boolean,'10.0.0.0/8'::cidr,f,22P02,invalid input syntax for type boolean: "10.0.0.0/8"
boolean,'12:34:56+05'::timetz,f,22P02,invalid input syntax for type boolean: "12:34:56+05"
boolean,'12:34:56'::text,f,22P02,invalid input syntax for type boolean: "12:34:56"
boolean,'12:34:56'::time,f,22P02,invalid input syntax for type boolean: "12:34:56"
boolean,'123'::text,f,22P02,invalid input syntax for type boolean: "123"
boolean,'{1,2}'::text,f,22P02,invalid input syntax for type boolean: "{1,2}"
boolean,'192.168.0.1'::inet,f,22P02,invalid input syntax for type boolean: "192.168.0.1"
boolean,'192.168.0.1'::text,f,22P02,invalid input syntax for type boolean: "192.168.0.1"
boolean,'1 day'::interval,f,22P02,invalid input syntax for type boolean: "1 day"
boolean,'1 day'::text,f,22P02,invalid input syntax for type boolean: "1 day"
boolean,1::integer,t,,
boolean,'1'::json,t,,
boolean,'1'::jsonb,t,,
boolean,'1 year 2 mons'::interval,f,22P02,invalid input syntax for type boolean: "1 year 2 mons"
boolean,'2026-01-01 12:34:56+00'::timestamptz,f,22P02,invalid input syntax for type boolean: "2026-01-01 12:34:56+00"
boolean,'2026-01-01 12:34:56'::timestamp,f,22P02,invalid input syntax for type boolean: "2026-01-01 12:34:56"
boolean,'2026-01-01'::date,f,22P02,invalid input syntax for type boolean: "2026-01-01"
boolean,20260101::integer,f,22P02,invalid input syntax for type boolean: "20260101"
boolean,'"2026-01-01"'::jsonb,f,22P02,invalid input syntax for type boolean: ""2026-01-01""
boolean,'2026-01-01'::text,f,22P02,invalid input syntax for type boolean: "2026-01-01"
boolean,2.5::real,f,22P02,invalid input syntax for type boolean: "2.5"
boolean,42.5::numeric,f,22P02,invalid input syntax for type boolean: "42.5"
boolean,9223372036854775807::bigint,f,22P02,invalid input syntax for type boolean: "9223372036854775807"
boolean,'{"a":1}'::jsonb,f,22P02,invalid input syntax for type boolean: "{"a": 1}"
boolean,'{"a":1}'::text,f,22P02,invalid input syntax for type boolean: "{"a":1}"
boolean,'"abc"'::jsonb,f,22P02,invalid input syntax for type boolean: ""abc""
boolean,'abc'::text,f,22P02,invalid input syntax for type boolean: "abc"
boolean,'ab'::varchar(10),f,22P02,invalid input syntax for type boolean: "ab"
boolean,array[1,2],f,22P02,invalid input syntax for type boolean: "{1,2}"
boolean,array['a','b'],f,22P02,invalid input syntax for type boolean: "{a,b}"
boolean,false,t,,
boolean,'ffffffff-ffff-ffff-ffff-ffffffffffff'::uuid,f,22P02,invalid input syntax for type boolean: "ffffffff-ffff-ffff-ffff-ffffffffffff"
boolean,'{}'::integer[],f,22P02,invalid input syntax for type boolean: "{}"
boolean,true,t,,
boolean,'true'::jsonb,t,,
boolean,'t'::text,t,,
boolean,'\x31'::bytea,f,22P02,invalid input syntax for type boolean: "\x31"
boolean,'\xdeadbeef'::bytea,f,22P02,invalid input syntax for type boolean: "\xdeadbeef"
bytea,'00000000-0000-0000-0000-000000000000'::text,t,,
bytea,'00000000-0000-0000-0000-000000000000'::uuid,t,,
bytea,'00:00:01'::interval,t,,
bytea,'08:00:2b:01:02:03'::macaddr,t,,
bytea,0::integer,t,,
bytea,'10.0.0.0/8'::cidr,t,,
bytea,'12:34:56+05'::timetz,t,,
bytea,'12:34:56'::text,t,,
bytea,'12:34:56'::time,t,,
bytea,'123'::text,t,,
bytea,'{1,2}'::text,t,,
bytea,'192.168.0.1'::inet,t,,
bytea,'192.168.0.1'::text,t,,
bytea,'1 day'::interval,t,,
bytea,'1 day'::text,t,,
bytea,1::integer,t,,
bytea,'1'::json,t,,
bytea,'1'::jsonb,t,,
bytea,'1 year 2 mons'::interval,t,,
bytea,'2026-01-01 12:34:56+00'::timestamptz,t,,
bytea,'2026-01-01 12:34:56'::timestamp,t,,
bytea,'2026-01-01'::date,t,,
bytea,20260101::integer,t,,
bytea,'"2026-01-01"'::jsonb,t,,
bytea,'2026-01-01'::text,t,,
bytea,2.5::real,t,,
bytea,42.5::numeric,t,,
bytea,9223372036854775807::bigint,t,,
bytea,'{"a":1}'::jsonb,t,,
bytea,'{"a":1}'::text,t,,
bytea,'"abc"'::jsonb,t,,
bytea,'abc'::text,t,,
bytea,'ab'::varchar(10),t,,
bytea,array[1,2],t,,
bytea,array['a','b'],t,,
bytea,false,t,,
bytea,'ffffffff-ffff-ffff-ffff-ffffffffffff'::uuid,t,,
bytea,'{}'::integer[],t,,
bytea,true,t,,
bytea,'true'::jsonb,t,,
bytea,'t'::text,t,,
bytea,'\x31'::bytea,t,,
bytea,'\xdeadbeef'::bytea,t,,
char(3),'00000000-0000-0000-0000-000000000000'::text,t,,
char(3),'00000000-0000-0000-0000-000000000000'::uuid,t,,
char(3),'00:00:01'::interval,t,,
char(3),'08:00:2b:01:02:03'::macaddr,t,,
char(3),0::integer,t,,
char(3),'10.0.0.0/8'::cidr,t,,
char(3),'12:34:56+05'::timetz,t,,
char(3),'12:34:56'::text,t,,
char(3),'12:34:56'::time,t,,
char(3),'123'::text,t,,
char(3),'{1,2}'::text,t,,
char(3),'192.168.0.1'::inet,t,,
char(3),'192.168.0.1'::text,t,,
char(3),'1 day'::interval,t,,
char(3),'1 day'::text,t,,
char(3),1::integer,t,,
char(3),'1'::json,t,,
char(3),'1'::jsonb,t,,
char(3),'1 year 2 mons'::interval,t,,
char(3),'2026-01-01 12:34:56+00'::timestamptz,t,,
char(3),'2026-01-01 12:34:56'::timestamp,t,,
char(3),'2026-01-01'::date,t,,
char(3),20260101::integer,t,,
char(3),'"2026-01-01"'::jsonb,t,,
char(3),'2026-01-01'::text,t,,
char(3),2.5::real,t,,
char(3),42.5::numeric,t,,
char(3),9223372036854775807::bigint,t,,
char(3),'{"a":1}'::jsonb,t,,
char(3),'{"a":1}'::text,t,,
char(3),'"abc"'::jsonb,t,,
char(3),'abc'::text,t,,
char(3),'ab'::varchar(10),t,,
char(3),array[1,2],t,,
char(3),array['a','b'],t,,
char(3),false,t,,
char(3),'ffffffff-ffff-ffff-ffff-ffffffffffff'::uuid,t,,
char(3),'{}'::integer[],t,,
char(3),true,t,,
char(3),'true'::jsonb,t,,
char(3),'t'::text,t,,
char(3),'\x31'::bytea,t,,
char(3),'\xdeadbeef'::bytea,t,,
cidr,'00000000-0000-0000-0000-000000000000'::text,f,22P02,invalid input syntax for type cidr: "00000000-0000-0000-0000-000000000000"
cidr,'00000000-0000-0000-0000-000000000000'::uuid,f,22P02,invalid input syntax for type cidr: "00000000-0000-0000-0000-000000000000"
cidr,'00:00:01'::interval,f,22P02,invalid input syntax for type cidr: "00:00:01"
cidr,'08:00:2b:01:02:03'::macaddr,f,22P02,invalid input syntax for type cidr: "08:00:2b:01:02:03"
cidr,0::integer,t,,
cidr,'10.0.0.0/8'::cidr,t,,
cidr,'12:34:56+05'::timetz,f,22P02,invalid input syntax for type cidr: "12:34:56+05"
cidr,'12:34:56'::text,f,22P02,invalid input syntax for type cidr: "12:34:56"
cidr,'12:34:56'::time,f,22P02,invalid input syntax for type cidr: "12:34:56"
cidr,'123'::text,t,,
cidr,'{1,2}'::text,f,22P02,invalid input syntax for type cidr: "{1,2}"
cidr,'192.168.0.1'::inet,t,,
cidr,'192.168.0.1'::text,t,,
cidr,'1 day'::interval,f,22P02,invalid input syntax for type cidr: "1 day"
cidr,'1 day'::text,f,22P02,invalid input syntax for type cidr: "1 day"
cidr,1::integer,t,,
cidr,'1'::json,t,,
cidr,'1'::jsonb,t,,
cidr,'1 year 2 mons'::interval,f,22P02,invalid input syntax for type cidr: "1 year 2 mons"
cidr,'2026-01-01 12:34:56+00'::timestamptz,f,22P02,invalid input syntax for type cidr: "2026-01-01 12:34:56+00"
cidr,'2026-01-01 12:34:56'::timestamp,f,22P02,invalid input syntax for type cidr: "2026-01-01 12:34:56"
cidr,'2026-01-01'::date,f,22P02,invalid input syntax for type cidr: "2026-01-01"
cidr,20260101::integer,f,22P02,invalid input syntax for type cidr: "20260101"
cidr,'"2026-01-01"'::jsonb,f,22P02,invalid input syntax for type cidr: ""2026-01-01""
cidr,'2026-01-01'::text,f,22P02,invalid input syntax for type cidr: "2026-01-01"
cidr,2.5::real,t,,
cidr,42.5::numeric,t,,
cidr,9223372036854775807::bigint,f,22P02,invalid input syntax for type cidr: "9223372036854775807"
cidr,'{"a":1}'::jsonb,f,22P02,invalid input syntax for type cidr: "{"a": 1}"
cidr,'{"a":1}'::text,f,22P02,invalid input syntax for type cidr: "{"a":1}"
cidr,'"abc"'::jsonb,f,22P02,invalid input syntax for type cidr: ""abc""
cidr,'abc'::text,f,22P02,invalid input syntax for type cidr: "abc"
cidr,'ab'::varchar(10),f,22P02,invalid input syntax for type cidr: "ab"
cidr,array[1,2],f,22P02,invalid input syntax for type cidr: "{1,2}"
cidr,array['a','b'],f,22P02,invalid input syntax for type cidr: "{a,b}"
cidr,false,f,22P02,invalid input syntax for type cidr: "f"
cidr,'ffffffff-ffff-ffff-ffff-ffffffffffff'::uuid,f,22P02,invalid input syntax for type cidr: "ffffffff-ffff-ffff-ffff-ffffffffffff"
cidr,'{}'::integer[],f,22P02,invalid input syntax for type cidr: "{}"
cidr,true,f,22P02,invalid input syntax for type cidr: "t"
cidr,'true'::jsonb,f,22P02,invalid input syntax for type cidr: "true"
cidr,'t'::text,f,22P02,invalid input syntax for type cidr: "t"
cidr,'\x31'::bytea,f,22P02,invalid input syntax for type cidr: "\x31"
cidr,'\xdeadbeef'::bytea,f,22P02,invalid input syntax for type cidr: "\xdeadbeef"
date,'00000000-0000-0000-0000-000000000000'::text,f,22007,invalid input syntax for type date: "00000000-0000-0000-0000-000000000000"
date,'00000000-0000-0000-0000-000000000000'::uuid,f,22007,invalid input syntax for type date: "00000000-0000-0000-0000-000000000000"
date,'00:00:01'::interval,f,22007,invalid input syntax for type date: "00:00:01"
date,'08:00:2b:01:02:03'::macaddr,f,22007,invalid input syntax for type date: "08:00:2b:01:02:03"
date,0::integer,f,22008,date/time field value out of range: "0"
date,'10.0.0.0/8'::cidr,f,22007,invalid input syntax for type date: "10.0.0.0/8"
date,'12:34:56+05'::timetz,f,22007,invalid input syntax for type date: "12:34:56+05"
date,'12:34:56'::text,f,22007,invalid input syntax for type date: "12:34:56"
date,'12:34:56'::time,f,22007,invalid input syntax for type date: "12:34:56"
date,'123'::text,f,22007,invalid input syntax for type date: "123"
date,'{1,2}'::text,f,22007,invalid input syntax for type date: "{1,2}"
date,'192.168.0.1'::inet,f,22007,invalid input syntax for type date: "192.168.0.1"
date,'192.168.0.1'::text,f,22007,invalid input syntax for type date: "192.168.0.1"
date,'1 day'::interval,f,22007,invalid input syntax for type date: "1 day"
date,'1 day'::text,f,22007,invalid input syntax for type date: "1 day"
date,1::integer,f,22007,invalid input syntax for type date: "1"
date,'1'::json,f,22007,invalid input syntax for type date: "1"
date,'1'::jsonb,f,22007,invalid input syntax for type date: "1"
date,'1 year 2 mons'::interval,f,22007,invalid input syntax for type date: "1 year 2 mons"
date,'2026-01-01 12:34:56+00'::timestamptz,t,,
date,'2026-01-01 12:34:56'::timestamp,t,,
date,'2026-01-01'::date,t,,
date,20260101::integer,t,,
date,'"2026-01-01"'::jsonb,t,,
date,'2026-01-01'::text,t,,
date,2.5::real,f,22007,invalid input syntax for type date: "2.5"
date,42.5::numeric,f,22007,invalid input syntax for type date: "42.5"
date,9223372036854775807::bigint,f,22008,date/time field value out of range: "9223372036854775807"
date,'{"a":1}'::jsonb,f,22007,invalid input syntax for type date: "{"a": 1}"
date,'{"a":1}'::text,f,22007,invalid input syntax for type date: "{"a":1}"
date,'"abc"'::jsonb,f,22007,invalid input syntax for type date: ""abc""
date,'abc'::text,f,22007,invalid input syntax for type date: "abc"
date,'ab'::varchar(10),f,22007,invalid input syntax for type date: "ab"
date,array[1,2],f,22007,invalid input syntax for type date: "{1,2}"
date,array['a','b'],f,22007,invalid input syntax for type date: "{a,b}"
date,false,f,22007,invalid input syntax for type date: "f"
date,'ffffffff-ffff-ffff-ffff-ffffffffffff'::uuid,f,22007,invalid input syntax for type date: "ffffffff-ffff-ffff-ffff-ffffffffffff"
date,'{}'::integer[],f,22007,invalid input syntax for type date: "{}"
date,true,f,22007,invalid input syntax for type date: "t"
date,'true'::jsonb,f,22007,invalid input syntax for type date: "true"
date,'t'::text,f,22007,invalid input syntax for type date: "t"
date,'\x31'::bytea,f,22007,invalid input syntax for type date: "\x31"
date,'\xdeadbeef'::bytea,f,22007,invalid input syntax for type date: "\xdeadbeef"
double precision,'00000000-0000-0000-0000-000000000000'::text,f,22P02,invalid input syntax for type double precision: "00000000-0000-0000-0000-000000000000"
double precision,'00000000-0000-0000-0000-000000000000'::uuid,f,22P02,invalid input syntax for type double precision: "00000000-0000-0000-0000-000000000000"
double precision,'00:00:01'::interval,f,22P02,invalid input syntax for type double precision: "00:00:01"
double precision,'08:00:2b:01:02:03'::macaddr,f,22P02,invalid input syntax for type double precision: "08:00:2b:01:02:03"
double precision,0::integer,t,,
double precision,'10.0.0.0/8'::cidr,f,22P02,invalid input syntax for type double precision: "10.0.0.0/8"
double precision,'12:34:56+05'::timetz,f,22P02,invalid input syntax for type double precision: "12:34:56+05"
double precision,'12:34:56'::text,f,22P02,invalid input syntax for type double precision: "12:34:56"
